,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
95,1,15,1,9119.0,1.0,1.0,130.0,26,38,3,9.0,2.0,137.0,1,0,0,1,1,0,19,1.0,0,5.0,9,5.0,14.0,0.0,0.0,5.0,11.0,3,13.25,0,13.9,-0.3,0.79,Enrolled,,Middle Child,Evening Classes,Medicine,No Special Needs
96,1,1,5,9773.0,1.0,1.0,135.0,1,37,1,5.0,5.0,124.9,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Oslo,Youngest Child,Online,Science,No Special Needs
97,1,1,5,9500.0,1.0,1.0,,1,37,37,7.0,7.0,120.3,1,0,0,1,0,1,18,0.0,0,7.0,7,7.0,13.75,,0.0,8.0,9.0,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,Helsinki,,Online,Medicine,
98,1,1,1,9085.0,1.0,1.0,135.0,1,1,2,9.0,1.0,134.3,1,0,0,1,0,0,19,0.0,0,5.0,7,5.0,14.2,2.0,0.0,5.0,7.0,5,13.8,0,12.7,3.7,-1.7,Enrolled,Milan,Middle Child,Evening Classes,Engineering,Special Needs
99,1,1,4,9500.0,1.0,1.0,,1,3,3,2.0,2.0,111.5,1,0,1,0,0,0,19,0.0,0,7.0,10,4.0,11.96,,0.0,7.0,7.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Kyiv,,Part-Time,Commerce,
100,1,53,1,9085.0,1.0,42.0,130.0,1,38,38,9.0,9.0,128.8,0,0,0,1,0,0,21,0.0,7,10.0,12,8.0,12.875,0.0,4.0,9.0,14.0,5,13.4,0,8.9,1.4,3.51,Dropout,Lisbon,Youngest Child,Online,Science,No Special Needs
101,1,1,4,171.0,1.0,1.0,,1,1,1,9.0,10.0,110.0,1,0,0,1,0,0,20,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Graduate,Istanbul,,Full-Time,Engineering,
102,2,39,1,8014.0,0.0,1.0,130.0,1,37,37,6.0,5.0,113.5,1,0,0,1,0,0,36,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Oslo,Youngest Child,Evening Classes,Commerce,Special Needs
103,4,39,1,9003.0,1.0,12.0,,1,37,37,9.0,6.0,160.0,0,0,0,1,0,0,43,0.0,13,18.0,19,18.0,14.63157894736842,,10.0,13.0,14.0,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,Vienna,,Part-Time,Commerce,
104,1,18,1,9853.0,1.0,1.0,,1,19,19,9.0,7.0,117.4,1,0,0,1,0,0,19,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Bucharest,,Online,Science,
105,1,51,1,9070.0,1.0,1.0,130.0,1,3,1,2.0,8.0,122.2,0,0,1,1,0,0,20,0.0,4,10.0,12,10.0,13.0,0.0,5.0,11.0,11.0,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,Oslo,Youngest Child,Part-Time,Arts,No Special Needs
106,1,1,2,9238.0,1.0,1.0,122.0,1,37,38,4.0,7.0,118.2,1,0,0,1,0,0,19,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,London,First Child,Evening Classes,Medicine,Special Needs
107,1,1,1,9085.0,1.0,1.0,,1,1,1,4.0,4.0,106.7,1,0,0,1,0,0,20,0.0,0,6.0,15,4.0,14.2,,0.0,6.0,17.0,4,13.25,0,15.5,2.8,-4.06,Dropout,Copenhagen,,Part-Time,Science,
108,1,1,5,9500.0,1.0,1.0,111.0,1,3,4,4.0,3.0,108.2,1,0,0,1,0,0,20,0.0,2,7.0,9,6.0,13.266666666666666,0.0,0.0,7.0,10.0,5,12.3,0,12.4,0.5,1.79,Dropout,Berlin,Youngest Child,Part-Time,Science,Special Needs
109,1,17,2,9853.0,1.0,1.0,,1,19,1,9.0,3.0,107.0,1,0,0,1,0,0,20,0.0,0,7.0,12,6.0,11.666666666666666,,0.0,7.0,10.0,3,13.0,0,16.2,0.3,-0.92,Enrolled,Athens,,Part-Time,Commerce,
110,1,1,1,9238.0,1.0,1.0,142.0,1,37,37,6.0,7.0,136.1,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,13.857142857142858,0.0,0.0,6.0,6.0,6,15.0,0,13.9,-0.3,0.79,Graduate,Oslo,Middle Child,Part-Time,Medicine,No Special Needs
111,1,17,2,9147.0,1.0,1.0,123.0,1,1,38,4.0,7.0,115.3,1,0,0,1,0,1,18,0.0,0,5.0,9,3.0,13.0,0.0,0.0,5.0,11.0,3,11.0,0,8.9,1.4,3.51,Enrolled,Saint Petersburg,First Child,Full-Time,Engineering,No Special Needs
112,1,1,1,9085.0,1.0,,,1,19,19,,9.0,139.8,1,0,0,1,0,0,19,,0,5.0,6,,,,0.0,5.0,5.0,5,12.8,0,10.8,1.4,1.74,Graduate,,,Online,Commerce,
113,1,1,3,9773.0,1.0,1.0,,1,1,38,4.0,7.0,157.0,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,12.666666666666666,,0.0,6.0,7.0,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,Barcelona,,Part-Time,Science,
114,1,17,2,9500.0,1.0,1.0,,1,37,37,9.0,9.0,131.0,1,0,0,1,0,0,18,0.0,0,7.0,7,6.0,12.516666666666666,,0.0,7.0,7.0,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,Istanbul,,Part-Time,Engineering,
115,1,43,1,9500.0,1.0,1.0,130.0,1,38,38,9.0,5.0,100.0,0,0,0,1,0,0,20,0.0,0,7.0,11,6.0,11.616666666666667,0.0,0.0,7.0,7.0,7,13.0,0,13.9,-0.3,0.79,Enrolled,Prague,First Child,Online,Engineering,No Special Needs
116,1,17,1,9238.0,1.0,1.0,154.0,1,19,37,9.0,7.0,140.4,1,0,0,1,0,1,20,0.0,0,6.0,13,2.0,10.0,0.0,0.0,6.0,12.0,4,10.75,0,7.6,2.6,0.32,Enrolled,Oslo,Middle Child,Part-Time,Medicine,Special Needs
117,1,17,1,9147.0,1.0,1.0,120.0,1,19,19,3.0,3.0,113.4,0,0,0,1,0,0,20,0.0,0,5.0,11,3.0,10.333333333333334,0.0,0.0,5.0,10.0,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,,Youngest Child,Online,Medicine,Special Needs
118,1,1,2,9085.0,1.0,1.0,,1,37,38,9.0,7.0,137.0,0,0,0,1,0,0,18,0.0,0,5.0,12,5.0,13.142857142857142,,0.0,5.0,6.0,5,11.4,0,9.4,-0.8,-3.12,Graduate,Copenhagen,,Full-Time,Medicine,
119,1,1,1,9147.0,1.0,1.0,,1,2,19,4.0,5.0,121.8,0,0,0,1,0,0,18,0.0,0,5.0,5,5.0,12.6,,0.0,5.0,5.0,5,14.0,0,11.1,0.6,2.02,Graduate,London,,Part-Time,Science,
120,1,17,1,9254.0,1.0,1.0,,1,1,1,4.0,5.0,131.0,1,0,0,1,0,0,21,0.0,0,6.0,12,3.0,11.0,,0.0,6.0,12.0,2,11.0,0,9.4,-0.8,-3.12,Dropout,Paris,,Part-Time,Engineering,
121,1,1,2,9147.0,1.0,,,1,19,19,,7.0,118.6,1,0,0,1,0,0,19,,0,5.0,8,,,,0.0,5.0,9.0,4,11.25,2,16.2,0.3,-0.92,Graduate,,,Online,Science,
122,1,1,1,171.0,1.0,1.0,,1,3,19,2.0,9.0,122.3,0,0,0,1,0,0,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Zurich,,Evening Classes,Arts,
123,1,1,1,9670.0,1.0,1.0,,1,38,38,9.0,9.0,127.9,0,0,0,1,0,1,19,0.0,0,5.0,5,5.0,12.8,,0.0,5.0,5.0,5,14.2,0,9.4,-0.8,-3.12,Graduate,Kyiv,,Online,Engineering,
124,1,1,1,9085.0,1.0,1.0,130.0,1,19,38,4.0,7.0,121.3,1,0,0,1,0,0,19,0.0,0,6.0,15,6.0,14.166666666666666,0.0,0.0,6.0,13.0,6,12.2,0,15.5,2.8,-4.06,Graduate,Munich,Middle Child,Part-Time,Arts,No Special Needs
125,1,17,6,9556.0,1.0,1.0,122.0,1,1,1,4.0,5.0,117.1,1,0,0,1,0,0,19,0.0,0,7.0,12,5.0,12.1,0.0,0.0,7.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Athens,Middle Child,Evening Classes,Commerce,No Special Needs
126,1,44,1,9085.0,1.0,39.0,160.0,1,37,37,9.0,9.0,160.0,1,0,0,1,0,0,20,0.0,1,6.0,7,6.0,14.166666666666666,0.0,1.0,6.0,17.0,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,Kyiv,First Child,Part-Time,Engineering,Special Needs
127,1,1,1,9853.0,1.0,1.0,146.0,1,19,38,9.0,3.0,145.3,1,0,0,1,0,1,18,0.0,0,6.0,8,5.0,12.8,0.0,0.0,6.0,7.0,5,13.4,0,9.4,-0.8,-3.12,Enrolled,Madrid,First Child,Part-Time,Medicine,Special Needs
128,1,17,3,9238.0,1.0,1.0,131.0,1,1,39,5.0,3.0,122.6,1,0,0,1,0,0,18,0.0,0,6.0,7,6.0,13.0,0.0,0.0,6.0,6.0,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Barcelona,Middle Child,Evening Classes,Engineering,No Special Needs
129,1,17,6,9500.0,1.0,1.0,,1,1,37,8.0,9.0,128.0,1,0,0,1,0,0,19,0.0,0,7.0,7,7.0,13.467142857142855,,0.0,8.0,9.0,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,Sofia,,Full-Time,Engineering,
130,1,1,3,9500.0,1.0,1.0,138.0,1,19,19,5.0,8.0,124.9,1,0,0,1,0,1,18,0.0,0,7.0,9,7.0,13.2375,0.0,0.0,8.0,9.0,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,Lisbon,Youngest Child,Evening Classes,Commerce,Special Needs
131,1,17,2,9070.0,1.0,1.0,130.0,1,37,37,9.0,9.0,123.7,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6,13.0,0,7.6,2.6,0.32,Graduate,Amsterdam,Youngest Child,Online,Science,Special Needs
132,1,1,4,9147.0,1.0,1.0,126.0,1,1,19,4.0,8.0,120.1,1,0,0,1,0,0,19,0.0,0,5.0,7,5.0,12.4,0.0,0.0,5.0,5.0,5,14.6,0,8.9,1.4,3.51,Graduate,Rome,Middle Child,Part-Time,Engineering,Special Needs
133,1,17,6,9500.0,1.0,1.0,,1,1,19,3.0,3.0,131.7,1,0,0,1,0,0,19,0.0,0,7.0,8,5.0,14.0,,0.0,7.0,7.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Sofia,,Part-Time,Arts,
134,1,43,1,9238.0,1.0,1.0,130.0,1,38,37,9.0,7.0,133.2,0,0,0,1,0,0,20,0.0,5,9.0,15,9.0,11.666666666666666,0.0,2.0,7.0,8.0,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,Brussels,Youngest Child,Online,Medicine,No Special Needs
135,1,1,1,9670.0,1.0,1.0,,1,1,38,3.0,9.0,109.3,0,0,1,0,0,1,19,0.0,0,6.0,7,5.0,12.0,,0.0,6.0,9.0,4,12.5,0,12.4,0.5,1.79,Dropout,Istanbul,,Online,Engineering,
136,1,17,1,9670.0,1.0,1.0,,1,19,19,5.0,5.0,113.0,1,0,0,1,0,0,20,0.0,0,5.0,7,4.0,12.2,,0.0,5.0,5.0,4,11.5,0,7.6,2.6,0.32,Graduate,Rome,,Full-Time,Medicine,
137,1,1,1,9773.0,1.0,1.0,153.0,1,1,1,141.0,175.0,157.9,0,0,1,1,0,1,18,0.0,0,6.0,6,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,Warsaw,First Child,Evening Classes,Science,Special Needs
138,1,1,2,9500.0,1.0,1.0,117.0,1,19,1,4.0,7.0,112.1,0,0,0,1,0,1,20,0.0,0,7.0,9,5.0,13.188,0.0,0.0,8.0,9.0,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,Stockholm,Youngest Child,Full-Time,Medicine,Special Needs
139,1,18,1,,1.0,1.0,,1,19,1,4.0,8.0,174.7,0,0,0,1,0,0,18,0.0,0,,8,7.0,,,,8.0,8.0,8,17.5875,0,13.9,-0.3,0.79,Graduate,Athens,,Online,Commerce,
140,1,1,5,9500.0,1.0,,,1,37,37,,9.0,128.8,1,0,0,1,0,0,19,,0,7.0,7,,,,0.0,7.0,7.0,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,,,Online,Arts,
141,1,1,6,9773.0,1.0,,,1,19,1,,4.0,110.1,1,0,0,1,0,1,19,,0,6.0,8,,,,0.0,6.0,10.0,5,12.0,0,12.4,0.5,1.79,Graduate,,,Full-Time,Commerce,
142,1,51,1,9147.0,1.0,1.0,99.0,1,3,1,3.0,3.0,99.7,1,0,1,0,0,0,22,0.0,0,5.0,8,0.0,0.0,0.0,0.0,5.0,7.0,0,0.0,0,8.9,1.4,3.51,Enrolled,Prague,Middle Child,Full-Time,Medicine,No Special Needs
143,1,1,3,9238.0,1.0,1.0,,1,1,12,9.0,10.0,121.0,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,11.333333333333334,,0.0,6.0,6.0,6,11.5,0,12.4,0.5,1.79,Graduate,Milan,,Online,Engineering,
144,1,1,3,9500.0,1.0,1.0,,1,19,19,9.0,7.0,131.7,1,0,0,1,0,1,19,0.0,0,7.0,10,7.0,13.605,,0.0,8.0,11.0,8,12.33125,0,15.5,2.8,-4.06,Graduate,Zurich,,Full-Time,Science,
145,1,17,5,9853.0,1.0,,,1,37,38,,6.0,119.1,1,0,0,1,0,1,19,,0,6.0,10,,,0.0,0.0,6.0,9.0,5,10.8,0,9.4,-0.8,-3.12,Graduate,,,Part-Time,Medicine,Special Needs
146,1,1,4,9254.0,1.0,1.0,132.0,1,12,19,9.0,9.0,124.7,1,0,0,1,0,0,19,0.0,0,5.0,10,0.0,0.0,0.0,0.0,5.0,10.0,0,0.0,0,7.6,2.6,0.32,Dropout,Sofia,Middle Child,Online,Arts,No Special Needs
147,1,17,1,9254.0,1.0,1.0,113.0,1,1,37,9.0,10.0,117.2,1,0,0,1,0,0,20,0.0,0,6.0,8,5.0,11.2,0.0,0.0,6.0,12.0,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,Stockholm,Youngest Child,Evening Classes,Science,No Special Needs
148,1,1,1,9147.0,1.0,1.0,,1,3,19,2.0,10.0,128.8,0,0,0,1,0,0,18,0.0,0,5.0,10,5.0,13.375,,0.0,5.0,9.0,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate,Lisbon,,Online,Arts,
149,1,1,1,9500.0,1.0,1.0,136.0,1,1,19,9.0,9.0,131.5,0,0,0,1,0,1,20,0.0,0,7.0,8,6.0,13.863333333333337,0.0,0.0,8.0,9.0,7,14.178571428571429,0,11.1,0.6,2.02,Graduate,Vienna,Middle Child,Online,Science,Special Needs
150,1,1,1,171.0,1.0,1.0,136.0,1,3,37,2.0,8.0,121.7,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,,Middle Child,Evening Classes,Medicine,Special Needs
151,1,1,1,9085.0,1.0,,,1,1,38,,7.0,123.4,0,0,0,1,0,0,19,,0,5.0,6,,,,0.0,5.0,6.0,5,13.4,0,7.6,2.6,0.32,Graduate,,,Full-Time,Commerce,
152,1,17,1,,1.0,1.0,,1,38,38,7.0,6.0,124.7,1,0,0,1,0,0,18,0.0,0,,11,3.0,,,,6.0,10.0,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,Sofia,,Online,Commerce,
153,1,1,1,9853.0,1.0,1.0,137.0,1,37,37,9.0,9.0,132.8,1,0,0,1,0,0,18,0.0,0,6.0,7,6.0,13.333333333333334,0.0,0.0,6.0,8.0,5,11.8,0,7.6,2.6,0.32,Graduate,Prague,Middle Child,Part-Time,Arts,No Special Needs
154,1,43,1,9853.0,1.0,1.0,115.0,1,3,37,2.0,5.0,108.7,1,0,0,1,0,0,21,0.0,0,6.0,10,3.0,12.666666666666666,0.0,0.0,6.0,12.0,3,10.0,0,9.4,-0.8,-3.12,Dropout,Edinburgh,Middle Child,Full-Time,Medicine,Special Needs
155,1,1,1,9853.0,1.0,1.0,129.0,1,38,37,6.0,6.0,138.1,0,0,0,1,0,0,19,0.0,0,6.0,8,6.0,12.0,0.0,0.0,6.0,10.0,4,11.5,0,7.6,2.6,0.32,Dropout,Milan,Middle Child,Part-Time,Engineering,No Special Needs
156,1,1,1,9147.0,1.0,1.0,131.0,1,38,38,9.0,9.0,126.5,0,0,0,1,0,1,18,0.0,0,5.0,5,5.0,10.6,0.0,0.0,5.0,5.0,5,11.8,0,12.4,0.5,1.79,Graduate,Vienna,Middle Child,Online,Engineering,Special Needs
157,1,17,2,9238.0,1.0,1.0,,1,1,37,7.0,9.0,127.4,1,0,0,1,0,1,18,0.0,0,6.0,8,6.0,12.25,,0.0,6.0,7.0,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate,Saint Petersburg,,Online,Commerce,
158,1,1,3,9238.0,1.0,1.0,,1,19,1,9.0,10.0,123.6,1,0,0,1,0,0,20,0.0,0,6.0,10,4.0,11.0,,0.0,6.0,9.0,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate,Vienna,,Full-Time,Medicine,
159,1,39,1,8014.0,0.0,1.0,120.0,1,1,19,6.0,8.0,122.0,0,0,0,1,0,1,24,0.0,0,6.0,11,5.0,11.0,0.0,0.0,6.0,9.0,5,12.6,0,11.1,0.6,2.02,Graduate,Munich,First Child,Part-Time,Medicine,Special Needs
160,1,1,1,9670.0,1.0,1.0,,1,19,1,4.0,1.0,118.2,0,0,0,1,0,0,19,0.0,0,6.0,6,6.0,13.166666666666666,,0.0,6.0,9.0,6,13.0,0,10.8,1.4,1.74,Dropout,Dublin,,Online,Engineering,
161,1,1,1,9500.0,1.0,1.0,,1,19,37,9.0,7.0,123.9,1,0,0,1,0,1,18,0.0,0,7.0,9,7.0,12.855555555555554,,0.0,8.0,12.0,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate,Budapest,,Part-Time,Arts,
162,1,1,2,9500.0,1.0,1.0,134.0,1,19,19,9.0,9.0,125.8,1,0,0,1,0,0,18,0.0,0,7.0,8,7.0,14.91875,0.0,0.0,8.0,8.0,8,15.355,0,15.5,2.8,-4.06,Graduate,London,First Child,Online,Arts,Special Needs
163,1,17,5,9853.0,1.0,1.0,132.0,1,12,12,4.0,4.0,123.3,1,0,0,1,0,0,21,0.0,0,6.0,13,4.0,11.5,0.0,0.0,6.0,10.0,3,11.0,0,10.8,1.4,1.74,Dropout,Munich,First Child,Part-Time,Arts,Special Needs
164,1,17,2,9670.0,1.0,1.0,124.0,1,1,19,5.0,4.0,124.4,0,0,0,1,0,0,19,0.0,0,5.0,5,5.0,14.2,0.0,0.0,5.0,5.0,5,14.2,0,7.6,2.6,0.32,Graduate,Rome,First Child,Part-Time,Medicine,Special Needs
165,1,17,1,9773.0,1.0,1.0,,1,19,37,7.0,7.0,126.0,0,0,0,1,0,1,19,0.0,0,6.0,6,6.0,12.5,,0.0,6.0,7.0,6,13.0,0,15.5,2.8,-4.06,Graduate,London,,Full-Time,Medicine,
166,3,39,1,9003.0,1.0,1.0,,1,1,37,6.0,6.0,170.0,0,0,1,1,0,0,47,0.0,0,1.0,1,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Enrolled,Amsterdam,,Part-Time,Engineering,
167,1,17,3,9238.0,1.0,1.0,125.0,1,19,19,7.0,8.0,121.5,0,0,0,1,0,0,19,0.0,0,6.0,10,5.0,11.666666666666666,0.0,0.0,6.0,12.0,4,11.0,0,13.9,-0.3,0.79,Graduate,Sofia,First Child,Full-Time,Commerce,Special Needs
168,1,39,1,9500.0,1.0,3.0,130.0,1,2,2,1.0,1.0,130.0,0,0,0,1,0,0,29,0.0,1,8.0,8,7.0,14.257142857142856,0.0,1.0,8.0,8.0,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate,Vienna,Youngest Child,Part-Time,Commerce,No Special Needs
169,1,43,1,9238.0,,1.0,,1,19,19,4.0,,117.0,1,0,0,1,0,0,21,,0,6.0,13,3.0,12.0,,0.0,,,2,,0,16.2,,-0.92,Dropout,,,Full-Time,Science,
170,1,39,1,,1.0,1.0,130.0,1,37,19,9.0,7.0,130.0,1,0,0,1,0,0,28,0.0,0,,13,4.0,,1.0,,5.0,11.0,4,10.5,0,12.7,3.7,-1.7,Enrolled,Vienna,Middle Child,Online,Medicine,Special Needs
171,1,17,2,,1.0,1.0,,1,37,37,3.0,10.0,108.0,0,0,0,1,0,0,20,0.0,0,,8,7.0,,,,8.0,8.0,8,13.5625,0,15.5,2.8,-4.06,Graduate,Madrid,,Part-Time,Engineering,
172,1,17,1,9500.0,1.0,1.0,,1,2,38,4.0,5.0,132.3,1,0,0,1,0,0,19,0.0,0,7.0,7,6.0,11.683333333333332,,0.0,7.0,7.0,6,11.683333333333332,0,7.6,2.6,0.32,Graduate,Madrid,,Full-Time,Medicine,
173,1,42,1,8014.0,0.0,1.0,150.0,1,19,2,4.0,6.0,148.0,0,0,0,1,0,0,26,0.0,0,6.0,10,3.0,11.666666666666666,0.0,0.0,6.0,8.0,5,12.0,0,9.4,-0.8,-3.12,Graduate,Saint Petersburg,First Child,Full-Time,Commerce,No Special Needs
174,1,17,2,9254.0,1.0,1.0,125.0,1,37,37,9.0,8.0,122.6,1,0,1,0,0,0,20,0.0,0,6.0,8,4.0,11.75,0.0,0.0,6.0,6.0,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,Prague,First Child,Online,Commerce,No Special Needs
175,1,1,1,9670.0,1.0,1.0,,1,37,37,9.0,9.0,123.0,1,0,0,1,0,1,18,0.0,0,5.0,6,3.0,11.666666666666666,,0.0,5.0,6.0,4,13.5,0,7.6,2.6,0.32,Enrolled,Paris,,Online,Arts,
176,1,39,1,9853.0,1.0,1.0,,1,37,19,9.0,5.0,102.5,0,0,0,1,0,0,27,0.0,0,6.0,9,5.0,13.2,,0.0,6.0,10.0,5,12.0,0,7.6,2.6,0.32,Graduate,Kyiv,,Online,Arts,
177,1,1,2,9500.0,1.0,1.0,123.0,1,34,34,90.0,90.0,113.3,1,0,0,1,0,0,20,0.0,0,7.0,8,4.0,11.95,0.0,0.0,7.0,8.0,4,11.95,0,7.6,2.6,0.32,Dropout,Prague,Youngest Child,Full-Time,Medicine,No Special Needs
178,1,1,5,9853.0,1.0,1.0,,1,37,19,9.0,5.0,133.0,1,0,0,1,0,0,18,0.0,0,6.0,8,5.0,12.4,,0.0,6.0,12.0,5,10.4,0,9.4,-0.8,-3.12,Dropout,Helsinki,,Online,Medicine,
179,1,7,1,9500.0,1.0,3.0,140.0,1,1,1,9.0,5.0,140.0,0,0,0,1,0,0,33,0.0,2,7.0,8,6.0,14.35,0.0,3.0,8.0,10.0,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout,Oslo,Middle Child,Evening Classes,Arts,Special Needs
180,1,43,1,9853.0,1.0,1.0,140.0,1,3,1,3.0,3.0,128.3,1,0,0,1,0,0,35,0.0,19,21.0,21,21.0,12.61904761904762,0.0,13.0,19.0,19.0,19,12.789473684210526,0,12.4,0.5,1.79,Graduate,Sofia,First Child,Part-Time,Medicine,No Special Needs
181,1,44,1,9991.0,0.0,39.0,,1,37,19,9.0,8.0,140.0,0,0,0,1,0,1,26,0.0,2,6.0,7,6.0,12.666666666666666,,2.0,6.0,7.0,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled,Athens,,Evening Classes,Medicine,
182,1,39,1,9773.0,1.0,19.0,,1,19,19,3.0,4.0,104.0,0,0,1,0,0,0,27,0.0,0,6.0,6,5.0,12.0,,0.0,6.0,6.0,0,0.0,0,11.1,0.6,2.02,Dropout,Dublin,,Evening Classes,Medicine,
183,1,18,3,9070.0,1.0,1.0,,1,1,37,5.0,5.0,122.3,1,0,0,0,0,0,19,0.0,0,6.0,6,6.0,12.166666666666666,,0.0,6.0,6.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Munich,,Part-Time,Medicine,
184,1,17,2,9254.0,1.0,1.0,,1,1,19,4.0,6.0,135.0,0,0,0,1,0,0,20,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Kyiv,,Part-Time,Medicine,
185,1,18,2,9147.0,1.0,1.0,,1,3,3,5.0,7.0,119.1,1,0,1,0,0,0,20,0.0,0,5.0,9,3.0,10.0,,0.0,5.0,9.0,3,10.571428571428571,0,10.8,1.4,1.74,Dropout,Copenhagen,,Full-Time,Science,
186,1,43,1,9238.0,1.0,1.0,143.0,1,1,37,5.0,9.0,126.6,0,0,1,0,0,0,21,0.0,5,10.0,18,8.0,11.5,0.0,0.0,6.0,12.0,4,10.0,0,9.4,-0.8,-3.12,Enrolled,Kyiv,First Child,Online,Science,Special Needs
187,1,17,3,9500.0,1.0,1.0,141.0,1,38,1,9.0,4.0,129.0,1,0,0,1,0,1,18,0.0,0,7.0,7,6.0,13.05,0.0,0.0,7.0,7.0,6,13.05,0,7.6,2.6,0.32,Graduate,Prague,Middle Child,Part-Time,Medicine,Special Needs
188,1,39,1,9085.0,1.0,1.0,,1,1,19,9.0,9.0,162.3,1,0,0,1,0,0,24,0.0,0,6.0,10,2.0,11.0,,0.0,6.0,6.0,0,0.0,0,8.9,1.4,3.51,Dropout,Munich,,Full-Time,Commerce,
189,1,17,4,9070.0,1.0,1.0,,1,1,3,4.0,1.0,163.4,1,0,0,1,0,0,20,0.0,0,6.0,7,6.0,11.5,,0.0,6.0,6.0,6,12.0,0,16.2,0.3,-0.92,Graduate,Brussels,,Evening Classes,Commerce,
190,1,1,1,,1.0,1.0,,1,19,38,9.0,8.0,121.5,0,0,0,1,0,1,21,0.0,0,,7,6.0,,,,6.0,6.0,6,12.5,0,13.9,-0.3,0.79,Graduate,Bucharest,,Full-Time,Commerce,
191,1,1,1,8014.0,0.0,1.0,120.0,1,1,37,7.0,3.0,122.8,0,0,0,1,0,0,23,0.0,0,6.0,13,2.0,10.0,0.0,0.0,5.0,12.0,1,10.0,0,9.4,-0.8,-3.12,Enrolled,,Youngest Child,Online,Medicine,Special Needs
192,1,39,1,9147.0,1.0,1.0,,1,12,3,4.0,3.0,118.0,1,0,0,1,0,0,24,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Paris,,Online,Arts,
